1045 83 962 24.92251 870 41 31 19 40 9 19 14 961 465 83 81 80 77 2 3 10 11 11 1499 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 
1049 85 964 17.450254 865 45 32 20 46 7 20 12 962 452 85 82 77 77 0 1 2 8 8 1501 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 
1037 79 958 18.791181 863 45 32 17 45 5 17 11 958 460 79 76 73 73 0 1 4 9 9 1501 1499 1501 1499 1499 1499 1501 1499 1499 1499 1499 1499 1501 1501 1501 1499 1499 1499 1499 1499 
1033 80 953 15.839254 857 46 29 20 46 4 20 9 953 453 80 77 72 72 0 1 1 7 7 1501 1499 1501 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 1499 
1048 84 964 20.498 870 43 29 20 44 6 20 14 962 493 84 81 80 77 0 1 2 10 11 1501 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 
1032 84 948 23.475377 850 46 34 17 46 6 17 14 948 475 84 82 77 77 0 1 7 7 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 1499 1499 
1043 92 951 19.940118 849 48 31 23 48 6 23 13 951 434 92 85 84 80 0 0 1 1 1 1501 1501 1499 1501 1501 1501 1499 1499 1501 1499 1501 1499 1499 1501 1499 1499 1499 1499 1499 1499 
1044 84 960 14.510648 859 47 35 18 47 6 18 12 960 441 84 81 75 75 1 1 2 9 10 1499 1501 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1501 1501 1499 
1042 83 959 15.297649 866 43 31 18 43 6 18 15 958 470 83 81 77 77 0 1 8 9 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 1499 
923 83 840 16.665137 756 40 24 19 40 2 19 21 839 443 83 81 76 76 1 2 8 8 10 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 1499 
1057 89 968 15.703562 867 49 30 21 49 3 21 15 968 437 89 82 82 77 0 2 2 2 3 1501 1499 1499 1501 1501 1501 1499 1501 1501 1499 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 
905 81 824 13.052933 723 46 41 13 46 9 14 11 824 403 81 78 74 74 0 0 1 8 9 1501 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 
1050 86 964 15.02383 867 45 30 21 45 6 21 13 963 470 86 84 80 80 0 1 8 9 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 1499 
1047 87 960 19.03426 862 46 32 18 47 4 18 18 958 482 87 85 80 80 0 1 7 7 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 1499 1499 
1031 79 952 15.451251 858 43 32 18 43 7 18 10 951 460 79 77 72 72 0 1 7 7 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1501 1501 1499 1499 1501 1501 1501 1499 1499 1499 1499 
1032 79 953 18.466562 856 44 36 16 44 9 16 9 953 475 79 77 73 73 0 1 8 9 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 1499 
1029 80 949 16.611855 852 44 37 16 44 9 15 10 949 473 80 78 74 74 0 1 8 9 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 1499 
1030 83 947 17.084219 846 48 37 15 48 4 15 15 946 480 83 80 77 77 0 1 4 9 9 1501 1499 1501 1499 1499 1499 1501 1499 1499 1499 1499 1499 1501 1501 1501 1499 1499 1499 1499 1499 
1027 80 947 14.560086 858 40 33 15 40 8 15 16 947 480 80 78 74 74 1 2 9 10 10 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 
1062 93 969 18.588899 869 44 32 23 44 11 23 14 968 460 93 88 88 84 0 1 1 3 4 1501 1499 1501 1501 1499 1499 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 
1041 89 952 20.159646 850 46 37 18 46 9 18 15 951 409 89 82 82 79 0 1 1 1 3 1501 1499 1501 1501 1501 1499 1499 1501 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1499 1501 
977 80 897 11.786962 811 39 31 15 39 8 15 17 897 456 80 78 74 74 0 1 8 9 9 1501 1499 1501 1499 1499 1499 1499 1499 1499 1499 1501 1499 1501 1501 1501 1499 1499 1499 1499 1499 
