56,11900
37,51162
30,2384
22,576
43,1082205
60,205
61,882
62,28970
63,31382
64,295
65,39682
66,47
67,3515066
68,5947
69,259742
24,2097
25,922
26,1150
27,671
20,14713
21,1120
48,5463998
49,4284
46,16458
47,417300
44,24402139
45,13296624
42,92316
29,2242
40,5134021
41,235586
0,1
3,5
2,2
5,10
4,7
7,41
6,43
9,49
8,54
78,8639
18,174935
13,90
77,46878
76,2292410
75,107996
12,65
73,4938950
72,8461028
71,269673
70,95804
15,152
79,69069
58,210608
11,89
10,56
39,30824
38,81738
59,3757
14,195
17,431
16,75
33,6709
54,2369
57,366314
23,842
51,5398
36,25040
53,253844
52,458
19,1146
55,969521
74,2326078
32,8948
31,6357
50,6429
